NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
PRND,prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748],null,null,1.3910906
GBP4,guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480],null,null,1.3884307
UTF1,undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12634],null,null,1.3878994
SLAMF7,SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394],null,null,1.3871825
SERINC5,serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825],null,null,1.3857849
BASP1,brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957],null,null,1.3783914
ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259],null,null,1.3767568
SPRR1A,small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259],null,null,1.3757027
SPTSSB,serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045],null,null,1.3745197
P2RY6,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543],null,null,1.3734909
CWH43,cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133],null,null,1.372448
TNMD,tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757],null,null,1.37048
GUSB,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696],null,null,1.3704487
GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248],null,null,1.3696132
C10orf99,chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:31428],null,null,1.366847
VAV1,vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657],null,null,1.3647937
RDH10,retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975],null,null,1.3638657
IL1RL1,interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998],null,null,1.3633118
CFH,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883],null,null,1.3613906
ANXA8L1,annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334],null,null,1.3612694
SPIB,Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242],null,null,1.359945
CCL2,C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618],null,null,1.3596559
RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]",null,null,1.3584464
TMEM176B,transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596],null,null,1.3559285
GATM,glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175],null,null,1.3543817
ATP8A1,ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531],null,null,1.350882
SIRPB2,signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247],null,null,1.3472292
SERPINA12,serpin family A member 12 [Source:HGNC Symbol;Acc:HGNC:18359],null,null,1.3465139
KCTD12,potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678],null,null,1.3463476
PRG2,"proteoglycan 2, pro eosinophil major basic protein [Source:HGNC Symbol;Acc:HGNC:9362]",null,null,1.3435082
ANKRD66,ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:44669],null,null,1.3406763
BTC,betacellulin [Source:HGNC Symbol;Acc:HGNC:1121],null,null,1.339294
SYNC,"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]",null,null,1.3384686
RIPPLY1,ripply transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:25117],null,null,1.3380541
AMZ1,archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231],null,null,1.3370496
SIGLEC6,sialic acid binding Ig like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875],null,null,1.337018
KIAA1755,KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372],null,null,1.3365803
N4BP3,NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852],null,null,1.336243
ZSWIM4,zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704],null,null,1.3357203
SLC39A13,solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859],null,null,1.3341279
IRF4,interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119],null,null,1.3319434
MEOX1,mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013],null,null,1.3319069
CXCL2,C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603],null,null,1.3312448
CLDN1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032],null,null,1.3299469
BOK,BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087],null,null,1.3297861
TCTEX1D2,Tctex1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28482],null,null,1.3296717
R3HDM4,R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270],null,null,1.3277545
STRA6,stimulated by retinoic acid 6 [Source:HGNC Symbol;Acc:HGNC:30650],null,null,1.3264104
TPCN2,two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820],null,null,1.32605
CCR6,C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607],null,null,1.3248948
PLAU,"plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]",null,null,1.3248193
GMFG,glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374],null,null,1.3236779
CPXM1,"carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]",null,null,1.3229877
C4A,complement C4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323],null,null,1.3226247
OCSTAMP,osteoclast stimulatory transmembrane protein [Source:HGNC Symbol;Acc:HGNC:16116],null,null,1.321717
KCNK13,potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275],null,null,1.321645
KAZN,"kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]",null,null,1.3165457
SP140,SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133],null,null,1.3103724
CAPN2,calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479],null,null,1.308651
LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700],null,null,1.3039962
CCR8,C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609],null,null,1.3031994
ABCG1,ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73],null,null,1.3031117
CASP12,caspase 12 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19004],null,null,1.3010846
ASS1,argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758],null,null,1.3009126
SLC6A12,solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045],null,null,1.2973825
CAPG,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]",null,null,1.297278
EVI2B,ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500],null,null,1.2932729
S100A9,S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499],null,null,1.2922916
NCCRP1,"NCCRP1, F-box associated domain containing [Source:HGNC Symbol;Acc:HGNC:33739]",null,null,1.2908462
TFEC,transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754],null,null,1.2897791
MAP3K8,mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860],null,null,1.2878556
DLK1,delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907],null,null,1.2875649
NFKBIA,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797],null,null,1.287276
PEA15,proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822],null,null,1.2863442
KCNH4,potassium voltage-gated channel subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:6253],null,null,1.2862002
CYP1B1,cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597],null,null,1.2860649
SERPINA9,serpin family A member 9 [Source:HGNC Symbol;Acc:HGNC:15995],null,null,1.2828827
FAM167B,family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133],null,null,1.2821118
PARVG,parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654],null,null,1.2796196
ZNF385A,zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521],null,null,1.2793943
GPR137B,G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862],null,null,1.2773639
FAM20C,FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140],null,null,1.2767913
BATF3,basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915],null,null,1.2763574
SMOX,spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862],null,null,1.2728329
TBX4,T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603],null,null,1.2724353
RNF38,ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052],null,null,1.2706683
SLC37A2,solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644],null,null,1.2695296
SOAT1,sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177],null,null,1.2686065
SPRR2A,small proline rich protein 2A [Source:HGNC Symbol;Acc:HGNC:11261],null,null,1.2674493
RNASE6,ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048],null,null,1.262566
CD33,CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659],null,null,1.2614498
TG,thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764],null,null,1.2597345
TLR8,toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632],null,null,1.259733
C17orf97,chromosome 17 open reading frame 97 [Source:HGNC Symbol;Acc:HGNC:33800],null,null,1.2587748
GJA4,gap junction protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:4278],null,null,1.2580662
CCL7,C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634],null,null,1.2576094
DTX4,deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151],null,null,1.2554702
ILDR1,immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741],null,null,1.2551236
MBOAT1,membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579],null,null,1.2530621
C3orf80,chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048],null,null,1.2528446
FA2H,fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197],null,null,1.2527786
RNF183,ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721],null,null,1.2508345
SCIMP,SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504],null,null,1.2503396
GFRA2,GDNF family receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4244],null,null,1.2460735
BIRC3,baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591],null,null,1.245989
TLR1,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847],null,null,1.2453334
DENND2B,DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350],null,null,1.2427423
AL159141.1,Ras and Rab interactor 3 [Source:NCBI gene;Acc:79890],null,null,1.2403388
CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518],null,null,1.2381529
IFITM2,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413],null,null,1.2367963
RAB8B,"RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]",null,null,1.2359575
PROCR,protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452],null,null,1.2337666
HPSE,heparanase [Source:HGNC Symbol;Acc:HGNC:5164],null,null,1.233423
SELE,selectin E [Source:HGNC Symbol;Acc:HGNC:10718],null,null,1.2333449
ALOX15,arachidonate 15-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:433],null,null,1.2316155
PIK3R6,phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101],null,null,1.2307875
CHST2,carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970],null,null,1.2295988
TMEM273,transmembrane protein 273 [Source:HGNC Symbol;Acc:HGNC:27274],null,null,1.2288442
MARCHF1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077],null,null,1.2275074
S100A11,S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488],null,null,1.2270904
ANO1,anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625],null,null,1.2264984
SLC7A11,solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059],null,null,1.2241874
CXCL9,C-X-C motif chemokine ligand 9 [Source:HGNC Symbol;Acc:HGNC:7098],null,null,1.2237518
MUC4,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]",null,null,1.2228445
APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379],null,null,1.2220633
BST2,bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119],null,null,1.2206062
STAC2,SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990],null,null,1.2198648
EML2,EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035],null,null,1.2177624
DDIT4,DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944],null,null,1.2161251
WNT6,Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785],null,null,1.2133715
TLR4,toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850],null,null,1.2123193
F8A3,coagulation factor VIII associated 3 [Source:HGNC Symbol;Acc:HGNC:31850],null,null,1.2120931
KCND1,potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237],null,null,1.211852
SCARA3,scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000],null,null,1.2099121
TFF2,trefoil factor 2 [Source:HGNC Symbol;Acc:HGNC:11756],null,null,1.2091472
TLR6,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711],null,null,1.2075524
GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]",null,null,1.2073123
ITGAL,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],null,null,1.2067972
KCNK1,potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272],null,null,1.2063166
CCL17,C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615],null,null,1.2056477
AC005747.1,growth arrest specific 7 [Source:NCBI gene;Acc:8522],null,null,1.2054076
FAM124B,family with sequence similarity 124 member B [Source:HGNC Symbol;Acc:HGNC:26224],null,null,1.2038068
HEBP1,heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176],null,null,1.2018948
CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665],null,null,1.201494
MALT1,MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819],null,null,1.1998445
PRSS16,serine protease 16 [Source:HGNC Symbol;Acc:HGNC:9480],null,null,1.1994414
RGS10,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992],null,null,1.198293
ARL6,ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210],null,null,1.1980895
LYSMD2,LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571],null,null,1.1977261
GALC,galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115],null,null,1.1970373
DPY19L1,dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205],null,null,1.1963193
ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],null,null,1.1915646
NCKAP1L,NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862],null,null,1.1902748
TNIP3,TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315],null,null,1.1882797
IL13,interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973],null,null,1.1874924
C20orf194,chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721],null,null,1.1869177
GPM6B,glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461],null,null,1.1847172
RSU1,Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464],null,null,1.1835572
SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687],null,null,1.1828847
S100G,S100 calcium binding protein G [Source:HGNC Symbol;Acc:HGNC:1436],null,null,1.1816988
ERO1A,endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280],null,null,1.1816264
ANKRD33B,ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240],null,null,1.1811407
CHI3L1,chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932],null,null,1.1808546
ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],null,null,1.1803261
IGHE,immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:HGNC:5522],null,null,1.1799971
COL5A2,collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210],null,null,1.1794076
NLRP12,NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938],null,null,1.1787219
BCL2A1,BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991],null,null,1.1787167
FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045],null,null,1.1744758
CCL21,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],null,null,1.1740779
RNF24,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779],null,null,1.1734599
GBA2,glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986],null,null,1.1730349
CSF2RA,colony stimulating factor 2 receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:2435],null,null,1.1727799
CCL3,C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627],null,null,1.1727602
IRX5,iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361],null,null,1.1717967
BCL3,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998],null,null,1.1693784
CMTM7,CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178],null,null,1.1692384
OTOS,otospiralin [Source:HGNC Symbol;Acc:HGNC:22644],null,null,1.1690453
TRPV2,transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082],null,null,1.1689856
CAMKK1,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469],null,null,1.1689215
TMEM38B,transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535],null,null,1.1687272
CTPS1,CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519],null,null,1.1661382
DNTT,DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:HGNC:2983],null,null,1.1655948
IL17A,interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981],null,null,1.1655359
PLXND1,plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107],null,null,1.1651822
PSAP,prosaposin [Source:HGNC Symbol;Acc:HGNC:9498],null,null,1.1645554
CRP,C-reactive protein [Source:HGNC Symbol;Acc:HGNC:2367],null,null,1.1634138
FAR1,fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222],null,null,1.1594899
DOK1,docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990],null,null,1.1574993
GNAL,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388],null,null,1.15631
GPR162,G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693],null,null,1.1529722
FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148],null,null,1.1517665
CCL22,C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621],null,null,1.1495376
SYK,spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491],null,null,1.1493917
LRG1,leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480],null,null,1.1489388
RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724],null,null,1.1484251
TTN,titin [Source:HGNC Symbol;Acc:HGNC:12403],null,null,1.1478397
SERPINH1,serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546],null,null,1.1470851
GPR31,G protein-coupled receptor 31 [Source:HGNC Symbol;Acc:HGNC:4486],null,null,1.144671
STARD5,StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065],null,null,1.143926
CD80,CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700],null,null,1.1433948
SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521],null,null,1.1430836
ITM2C,integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175],null,null,1.1415142
SPTBN2,"spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]",null,null,1.1410884
RARB,retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865],null,null,1.1408634
HRH2,histamine receptor H2 [Source:HGNC Symbol;Acc:HGNC:5183],null,null,1.1373007
IL18RAP,interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5989],null,null,1.1340215
BGN,biglycan [Source:HGNC Symbol;Acc:HGNC:1044],null,null,1.1326636
ALOX12B,"arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]",null,null,1.1326478
ELP1,elongator complex protein 1 [Source:HGNC Symbol;Acc:HGNC:5959],null,null,1.1323007
PRSS53,serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407],null,null,1.1291257
HDC,histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855],null,null,1.1275872
SERTAD4,SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236],null,null,1.1271693
MUC15,"mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]",null,null,1.1254679
ITGA2,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137],null,null,1.1253349
FOSL1,"FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]",null,null,1.1246165
RGS16,regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997],null,null,1.1245409
CTSV,cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538],null,null,1.122733
DIO2,iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884],null,null,1.1214983
IDO2,"indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]",null,null,1.1208845
GNG10,G protein subunit gamma 10 [Source:HGNC Symbol;Acc:HGNC:4402],null,null,1.1207103
TNFRSF12A,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152],null,null,1.1205075
LY6D,lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348],null,null,1.1199006
