MGI Accession ID,Marker Symbol,EntrezGene ID,Ensembl Gene ID,HomoloGene ID
MGI:88591,Cyp21a1,13079,ENSMUSG00000024365,68063
MGI:88593,Cyp24a1,13081,ENSMUSG00000038567,68094
MGI:88594,Cyp27a1,104086,ENSMUSG00000026170,36040
MGI:88596,Cyp2a4,13086,ENSMUSG00000074254,85917
MGI:88597,Cyp2a5,13087,ENSMUSG00000005547,85917
MGI:88598,Cyp2b10,13088,ENSMUSG00000030483,73894
MGI:88599,Cyp2b13,13089,ENSMUSG00000040583,74933
MGI:88600,Cyp2b9,13094,ENSMUSG00000040660,74933
MGI:88602,Cyp2d10,13101,ENSMUSG00000094806,86099
MGI:88603,Cyp2d11,545123,ENSMUSG00000068085,86099
MGI:88604,Cyp2d12,380997,ENSMUSG00000096852,86099
MGI:88605,Cyp2d13,68444,ENSMUSG00000118516,null
MGI:88606,Cyp2d9,13105,ENSMUSG00000068086,86099
MGI:88607,Cyp2e1,13106,ENSMUSG00000025479,68089
MGI:88608,Cyp2f2,13107,ENSMUSG00000052974,73898
MGI:88609,Cyp3a11,13112,ENSMUSG00000056035,133568
MGI:88610,Cyp3a13,13113,ENSMUSG00000029727,133564
MGI:88611,Cyp4a10,13117,ENSMUSG00000066072,128044
MGI:88612,Cyp4a12a,277753,ENSMUSG00000066071,134044
MGI:88613,Ccn1,16007,ENSMUSG00000028195,1194
MGI:88930,Reep3,28193,ENSMUSG00000019873,37401
MGI:88931,Apon,28194,ENSMUSG00000051716,51183
MGI:89583,D12Wsu1e,null,null,null
MGI:89885,D13Wsu1e,null,null,null
MGI:90168,Dcaf11,28199,ENSMUSG00000022214,11886
MGI:90169,Dhrs4,28200,ENSMUSG00000022210,49646
MGI:90673,D17H6S53E,114585,ENSMUSG00000043311,75155
MGI:90675,Vars,22321,ENSMUSG00000007029,4587
MGI:90676,Lsm2,27756,ENSMUSG00000007050,48535
MGI:90998,D17Wsu1e,null,null,null
MGI:91842,D1Pas1,110957,ENSMUSG00000039224,135966
MGI:91860,Dcaf8,98193,ENSMUSG00000026554,56725
MGI:91861,D1Wsu1e,null,null,null
MGI:92356,Csde1,229663,ENSMUSG00000068823,5179
MGI:92638,Serp1,28146,ENSMUSG00000027808,8691
MGI:93830,Adipor2,68465,ENSMUSG00000030168,56119
MGI:93831,D6Wsu1e,null,null,null
MGI:93882,Lrrc32,434215,ENSMUSG00000090958,4027
MGI:94203,Nudt19,110959,ENSMUSG00000034875,13211
MGI:94222,D7Wsu1e,null,null,null
MGI:94852,Oaf,102644,ENSMUSG00000032014,14334
MGI:94855,D9Wsu1e,null,null,null
MGI:94856,da,null,null,null
MGI:94859,Dao,13142,ENSMUSG00000042096,37553
MGI:94860,Ppp1r1b,19049,ENSMUSG00000061718,12972
MGI:94861,Das,null,null,null
MGI:94862,Slc6a3,13162,ENSMUSG00000021609,55547
MGI:94863,Dbf,null,null,null
MGI:94864,Dbh,13166,ENSMUSG00000000889,615
MGI:94865,Dbi,13167,ENSMUSG00000026385,39086
MGI:94866,Dbp,13170,ENSMUSG00000059824,1035
MGI:94867,Dbx1,13172,ENSMUSG00000030507,19002
MGI:94869,Dcc,13176,ENSMUSG00000060534,21081
MGI:94871,Eci1,13177,ENSMUSG00000024132,37554
MGI:94872,Dcn,13179,ENSMUSG00000019929,22430
MGI:94873,Pcbd1,13180,ENSMUSG00000020098,57028
MGI:94876,Ddc,13195,ENSMUSG00000020182,618
MGI:94878,dds,null,null,null
MGI:94880,Defa1,null,null,null
MGI:94881,Defa29,13218,ENSMUSG00000074437,85974
MGI:94882,Defa2,100294660,ENSMUSG00000096295,113382
MGI:94883,Defa3,13237,ENSMUSG00000074440,113382
MGI:94885,Des,13346,ENSMUSG00000026208,56469
MGI:94887,Dfp,null,null,null
MGI:94889,Dh,null,null,null
MGI:94890,Dhfr,13361,ENSMUSG00000021707,56470
MGI:94891,Dhh,13363,ENSMUSG00000023000,22431
MGI:94892,di,null,null,null
MGI:94893,Cyb5r3,109754,ENSMUSG00000018042,47921
MGI:94896,Dio1,13370,ENSMUSG00000034785,620
MGI:94897,Dipl1,null,null,null
MGI:94900,Dlk1,13386,ENSMUSG00000040856,2846
MGI:94901,Dlx1,13390,ENSMUSG00000041911,22558
MGI:94902,Dlx2,13392,ENSMUSG00000023391,3244
MGI:94903,Dlx3,13393,ENSMUSG00000001510,74544
MGI:94904,Dlx4,13394,ENSMUSG00000020871,7292
MGI:94905,dm,null,null,null
MGI:94906,Dmpk,13400,ENSMUSG00000030409,3247
MGI:94907,Dmwd,13401,ENSMUSG00000030410,22559
MGI:94908,Dmc,null,null,null
MGI:94909,Dmd,13405,ENSMUSG00000045103,20856
MGI:94910,Dmp1,13406,ENSMUSG00000029307,68396
MGI:94912,Dnmt1,13433,ENSMUSG00000004099,124071
MGI:94913,Do,null,null,null
MGI:94915,dp,null,null,null
MGI:94917,Dpep1,13479,ENSMUSG00000019278,80192
MGI:94919,Dpp4,13482,ENSMUSG00000035000,3279
MGI:94921,Dpp6,13483,ENSMUSG00000061576,22560
MGI:94922,dmpy,null,null,null
MGI:94924,Drd2,13489,ENSMUSG00000032259,22561
MGI:94925,Drd3,13490,ENSMUSG00000022705,623
MGI:94926,Drd4,13491,ENSMUSG00000025496,20215
MGI:94927,Drd5,13492,ENSMUSG00000039358,20216
MGI:94928,Dre,null,null,null
MGI:94929,Ds,null,null,null
MGI:94930,Dsg1a,13510,ENSMUSG00000069441,1463
MGI:94936,dup,null,null,null
MGI:94937,dv,null,null,null
MGI:94938,Dvb11-1,null,null,null
MGI:94939,Dvb11-2,null,null,null
MGI:94940,Dvb11-3,null,null,null
MGI:94941,Dvl1,13542,ENSMUSG00000029071,20926
MGI:95048,Slc10a3,214601,ENSMUSG00000032806,10525
MGI:95049,Ubl4a,27643,ENSMUSG00000015290,8594
MGI:95263,Ea1,null,null,null
MGI:95264,Ea10,null,null,null
MGI:95265,Ea2,null,null,null
MGI:95266,Ea3,null,null,null
MGI:95267,Ea4,null,null,null
MGI:95268,Ea5,null,null,null
MGI:95269,Ea6,null,null,null
MGI:95270,Ea7,null,null,null
MGI:95271,Ea8,null,null,null
MGI:95272,Ea9,null,null,null
MGI:95275,Ebf1,13591,ENSMUSG00000057098,7297
MGI:95276,Epha7,13841,ENSMUSG00000028289,20935
MGI:95277,ec,null,null,null
MGI:95278,Epha2,13836,ENSMUSG00000006445,20929
MGI:95281,Ect2,13605,ENSMUSG00000027699,7298
MGI:95282,Ed,null,null,null
MGI:95283,Edn1,13614,ENSMUSG00000021367,1476
MGI:95284,Edn2,13615,ENSMUSG00000028635,1477
MGI:95285,Edn3,13616,ENSMUSG00000027524,88
MGI:95286,Eed,13626,ENSMUSG00000030619,2814
MGI:95288,Eef2,13629,ENSMUSG00000034994,134867
MGI:95289,Eef2-ps1,null,null,null
MGI:95290,Egf,13645,ENSMUSG00000028017,1483
MGI:95291,Klk1b22,13646,ENSMUSG00000060177,68141
MGI:95292,Egfbp2,null,null,null
MGI:95293,Klk1b9,13648,ENSMUSG00000059042,68141
MGI:95294,Egfr,13649,ENSMUSG00000020122,74545
MGI:95295,Egr1,13653,ENSMUSG00000038418,56394
MGI:95296,Egr2,13654,ENSMUSG00000037868,20123
MGI:95297,Eh,null,null,null
MGI:95298,Eif1a,13664,ENSMUSG00000057561,20364
MGI:95299,Eif2s1,13665,ENSMUSG00000021116,3020
MGI:95300,Eif2b4,13667,ENSMUSG00000029145,5976
MGI:95301,Eif3a,13669,ENSMUSG00000024991,2779
MGI:95303,Eif4a1,13681,ENSMUSG00000059796,103998
MGI:95304,Eif4b,75705,ENSMUSG00000058655,83162
MGI:95305,Eif4e,13684,ENSMUSG00000028156,123817
MGI:95309,Eif5,217869,ENSMUSG00000021282,49610
MGI:95314,Cela1,109901,ENSMUSG00000023031,20454
MGI:95315,Ela1-ps,null,null,null
MGI:95316,Cela2a,13706,ENSMUSG00000058579,40598
MGI:95317,Eln,13717,ENSMUSG00000029675,null
MGI:95319,Em,null,null,null
MGI:95321,Emb,13723,ENSMUSG00000021728,7743
MGI:95387,Emx1,13796,ENSMUSG00000033726,55799
MGI:95388,Emx2,13797,ENSMUSG00000043969,3023
MGI:95389,En1,13798,ENSMUSG00000058665,50663
MGI:95390,En2,13799,ENSMUSG00000039095,55579
MGI:95391,Enc,null,null,null
MGI:95392,Eng,13805,ENSMUSG00000026814,92
MGI:95393,Eno1,13806,ENSMUSG00000063524,134343
MGI:95394,Eno2,13807,ENSMUSG00000004267,74414
MGI:95395,Eno3,13808,ENSMUSG00000060600,68215
MGI:95396,Eo,null,null,null
MGI:95397,eob,null,null,null
MGI:95400,Epa1,null,null,null
MGI:95401,Epb41,269587,ENSMUSG00000028906,44324
MGI:95402,Epb42,13828,ENSMUSG00000023216,93
MGI:95403,Stom,13830,ENSMUSG00000026880,81681
MGI:95404,epf,null,null,null
MGI:95405,Ephx1,13849,ENSMUSG00000038776,94
MGI:95406,epi,null,null,null
MGI:95407,Epo,13856,ENSMUSG00000029711,624
MGI:95408,Epor,13857,ENSMUSG00000006235,95
MGI:95410,Erbb2,13866,ENSMUSG00000062312,3273
MGI:95411,Erbb3,13867,ENSMUSG00000018166,20457
MGI:95412,Ercc1,13870,ENSMUSG00000003549,1501
MGI:95413,Ercc2,13871,ENSMUSG00000030400,344
MGI:95414,Ercc3,13872,ENSMUSG00000024382,96
MGI:95415,Erg,13876,ENSMUSG00000040732,15848
MGI:95417,Erp1,null,null,null
MGI:95420,Ces1c,13884,ENSMUSG00000057400,117484
MGI:95421,Esd,13885,ENSMUSG00000021996,55623
MGI:95422,Es11,null,null,null
MGI:95423,Es12,null,null,null
MGI:95424,Es13,null,null,null
MGI:95425,Es14,null,null,null
MGI:95426,Es15,null,null,null
MGI:95427,Es16,null,null,null
MGI:95428,Esa4,null,null,null
MGI:95429,Es18,null,null,null
MGI:95430,Es19,null,null,null
MGI:95431,Es2,null,null,null
MGI:95432,Ces1e,13897,ENSMUSG00000061959,115660
MGI:95433,Es23,null,null,null
MGI:95436,Es24,null,null,null
MGI:95437,Es25,null,null,null
MGI:95438,Es26,null,null,null
MGI:95439,Es27,null,null,null
MGI:95440,Es28,null,null,null
MGI:95441,Es29,null,null,null
MGI:95442,Es3,null,null,null
MGI:95443,Es30,null,null,null
MGI:95444,Es5,null,null,null
MGI:95445,Es6,null,null,null
MGI:95446,Es7,null,null,null
MGI:95447,Es8,null,null,null
MGI:95448,Es9,null,null,null
MGI:95450,Es5r,null,null,null
MGI:95453,Smarcad1,13990,ENSMUSG00000029920,5301
MGI:95454,Etl4,208618,ENSMUSG00000036617,10477
MGI:95455,Ets1,23871,ENSMUSG00000032035,3837
MGI:95456,Ets2,23872,ENSMUSG00000022895,3838
MGI:95457,Mecom,14013,ENSMUSG00000027684,21086
MGI:95458,Evi2a,14017,ENSMUSG00000078771,49234
MGI:95459,Zfp521,225207,ENSMUSG00000024420,9151
MGI:95461,Evx1,14028,ENSMUSG00000005503,1507
MGI:95462,Evx2,14029,ENSMUSG00000001815,74879
MGI:95463,Ex,null,null,null
MGI:95465,exed,null,null,null
MGI:95466,exf,null,null,null
MGI:95471,ey2,null,null,null
MGI:95472,Ezg,null,null,null
MGI:95473,f,null,null,null
MGI:95474,F8a,14070,ENSMUSG00000078317,128316
MGI:95475,fa,null,null,null
MGI:95476,Fabp3,14077,ENSMUSG00000028773,68379
MGI:95478,Fabp2,14079,ENSMUSG00000023057,107
MGI:95479,Fabp1,14080,ENSMUSG00000054422,1106
MGI:95480,Fancc,14088,ENSMUSG00000021461,109
MGI:95481,Ptk2,14083,ENSMUSG00000022607,7314
MGI:95482,Fah,14085,ENSMUSG00000030630,110
MGI:95483,Far,null,null,null
MGI:95484,Fas,14102,ENSMUSG00000024778,27
MGI:95485,Fasn,14104,ENSMUSG00000025153,55800
MGI:95486,Fbl,14113,ENSMUSG00000046865,1099
MGI:95487,Fbln1,14114,ENSMUSG00000006369,21295
MGI:95488,Fbln2,14115,ENSMUSG00000064080,1514
MGI:95489,Fbn1,14118,ENSMUSG00000027204,30958
MGI:95490,Fbn2,14119,ENSMUSG00000024598,1515
MGI:95491,Fbp2,14120,ENSMUSG00000021456,55784
MGI:95492,Fbp1,14121,ENSMUSG00000069805,55467
MGI:95493,fc,null,null,null
MGI:95494,Fcer1a,14125,ENSMUSG00000005339,1516
MGI:95495,Ms4a2,14126,ENSMUSG00000024680,112
MGI:95496,Fcer1g,14127,ENSMUSG00000058715,3029
MGI:95497,Fcer2a,14128,ENSMUSG00000005540,1517
MGI:95498,Fcgr1,14129,ENSMUSG00000015947,475
MGI:95499,Fcgr2b,14130,ENSMUSG00000026656,2974
MGI:95500,Fcgr3,14131,ENSMUSG00000059498,47936
MGI:95502,fd,null,null,null
MGI:95512,fe,null,null,null
MGI:95513,Fech,14151,ENSMUSG00000024588,113
MGI:95514,Fes,14159,ENSMUSG00000053158,37563
MGI:95515,Fgf1,14164,ENSMUSG00000036585,625
MGI:95516,Fgf2,14173,ENSMUSG00000037225,1521
MGI:95517,Fgf3,14174,ENSMUSG00000031074,3841
MGI:95518,Fgf4,14175,ENSMUSG00000050917,1522
MGI:95519,Fgf5,14176,ENSMUSG00000029337,3283
MGI:95520,Fgf6,14177,ENSMUSG00000000183,10870
MGI:95521,Fgf7,14178,ENSMUSG00000027208,7316
MGI:95522,Fgfr1,14182,ENSMUSG00000031565,69065
MGI:95523,Fgfr2,14183,ENSMUSG00000030849,22566
MGI:95524,Fgfr3,14184,ENSMUSG00000054252,55437
MGI:95525,Fgfr4,14186,ENSMUSG00000005320,20461
MGI:95526,Fgg,99571,ENSMUSG00000033860,429
MGI:95527,Fgr,14191,ENSMUSG00000028874,3842
MGI:95529,fh,null,null,null
MGI:95530,Fh1,14194,ENSMUSG00000026526,115
MGI:95531,fhd,null,null,null
MGI:95532,Fhe,null,null,null
MGI:95537,Ccn2,14219,ENSMUSG00000019997,1431
MGI:95539,Fk,null,null,null
MGI:95541,Fkbp1a,14225,ENSMUSG00000032966,105139
MGI:95542,Fkbp2,14227,ENSMUSG00000056629,40604
MGI:95543,Fkbp4,14228,ENSMUSG00000030357,36085
MGI:95546,Foxs1,14239,ENSMUSG00000074676,20871
MGI:95550,fl,null,null,null
MGI:95553,Flg,14246,ENSMUSG00000102439,null
MGI:95554,Fli1,14247,ENSMUSG00000016087,55624
MGI:95556,Flna,192176,ENSMUSG00000031328,1119
MGI:95557,Flnc,68794,ENSMUSG00000068699,37481
MGI:95558,Flt1,14254,ENSMUSG00000029648,134179
MGI:95559,Flt3,14255,ENSMUSG00000042817,3040
MGI:95560,Flt3l,14256,ENSMUSG00000110206,48021
MGI:95561,Flt4,14257,ENSMUSG00000020357,7321
MGI:95563,fm,null,null,null
MGI:95564,Fmr1,14265,ENSMUSG00000000838,1531
MGI:95565,fmt,null,null,null
MGI:95566,Fn1,14268,ENSMUSG00000026193,1533
MGI:95568,Folr1,14275,ENSMUSG00000001827,7322
MGI:95569,Folr2,14276,ENSMUSG00000032725,627
MGI:95570,For1,null,null,null
MGI:95571,For3,null,null,null
MGI:95572,For4,null,null,null
MGI:95573,For5,null,null,null
MGI:95574,Fos,14281,ENSMUSG00000021250,3844
MGI:95575,Fosb,14282,ENSMUSG00000003545,31403
MGI:95576,Fpgs,14287,ENSMUSG00000009566,6997
MGI:95579,Frl,null,null,null
MGI:95582,Fshb,14308,ENSMUSG00000027120,430
MGI:95583,Fshr,14309,ENSMUSG00000032937,117
MGI:95585,Cidec,14311,ENSMUSG00000030278,11128
MGI:95586,Fst,14313,ENSMUSG00000021765,7324
MGI:95588,Fth1,14319,ENSMUSG00000024661,74295
MGI:95589,Ftl1,14325,ENSMUSG00000050708,79330
MGI:95590,Ftl2-ps,14337,ENSMUSG00000082062,null
MGI:95593,Fuca1,71665,ENSMUSG00000028673,20078
MGI:95594,Fut4,14345,ENSMUSG00000049307,1538
MGI:95595,Fv1,14349,ENSMUSG00000070583,null
MGI:95597,Fv3,null,null,null
MGI:95598,Fv4,null,null,null
MGI:95599,Fv5,null,null,null
MGI:95600,Fv6,null,null,null
MGI:95601,Fw,null,null,null
MGI:95602,Fyn,14360,ENSMUSG00000019843,48068
MGI:95604,fzt,null,null,null
MGI:95606,Xrcc6,14375,ENSMUSG00000022471,37483
MGI:95607,G6pc,14377,ENSMUSG00000078650,20079
MGI:95608,Ga,null,null,null
MGI:95609,Gaa,14387,ENSMUSG00000025579,37268
MGI:95610,Gabpa,14390,ENSMUSG00000008976,1543
MGI:95611,Gabpb1,14391,ENSMUSG00000027361,7723
MGI:95612,Gabpb2,213054,ENSMUSG00000038766,34921
MGI:95613,Gabra1,14394,ENSMUSG00000010803,629
MGI:95614,Gabra2,14395,ENSMUSG00000000560,20217
MGI:95615,Gabra3,14396,ENSMUSG00000031343,20218
MGI:95616,Gabra4,14397,ENSMUSG00000029211,631
MGI:95617,Gabra5,110886,ENSMUSG00000055078,20219
MGI:95618,Gabra6,14399,ENSMUSG00000020428,20220
MGI:95619,Gabrb1,14400,ENSMUSG00000029212,20221
MGI:95620,Gabrb2,14401,ENSMUSG00000007653,7327
MGI:95621,Gabrb3,14402,ENSMUSG00000033676,633
MGI:95622,Gabrd,14403,ENSMUSG00000029054,55489
MGI:95623,Gabrg2,14406,ENSMUSG00000020436,22443
MGI:95624,Gabrg3,14407,ENSMUSG00000055026,22444
MGI:95625,Gabrr1,14408,ENSMUSG00000028280,20470
MGI:95626,Gabrr2,14409,ENSMUSG00000023267,20471
MGI:95627,Slc6a1,232333,ENSMUSG00000030310,2290
MGI:95628,Slc6a12,14411,ENSMUSG00000030109,128225
MGI:95629,Slc6a13,14412,ENSMUSG00000030108,9592
MGI:95630,Slc6a11,243616,ENSMUSG00000030307,129935
MGI:95632,Gad1,14415,ENSMUSG00000070880,635
MGI:95633,Gad1-ps,382407,ENSMUSG00000090665,null
MGI:95634,Gad2,14417,ENSMUSG00000026787,20223
MGI:95636,Galc,14420,ENSMUSG00000021003,124
MGI:95637,Gal,14419,ENSMUSG00000024907,7724
MGI:95638,Galt,14430,ENSMUSG00000036073,126
MGI:95639,Gap43,14432,ENSMUSG00000047261,1545
MGI:95640,Gapdh,14433,ENSMUSG00000057666,107053
MGI:95641,Gapdh-ps1,null,null,null
MGI:95642,Gapdh-ps10,null,null,null
MGI:95643,Gapdh-ps11,null,null,null
MGI:95644,Gapdh-ps12,null,null,null
MGI:95645,Gapdh-ps2,null,null,null
MGI:95646,Gapdh-ps3,null,null,null
MGI:95647,Gapdh-ps4,null,null,null
MGI:95648,Gapdh-ps5,null,null,null
MGI:95649,Gapdh-ps6,null,null,null
MGI:95650,Gapdh-ps7,null,null,null
MGI:95651,Gapdh-ps8,null,null,null
MGI:95652,Gapdh-ps9,null,null,null
MGI:95653,Gapdhs,14447,ENSMUSG00000061099,101265
MGI:95654,Gart,14450,ENSMUSG00000022962,637
MGI:95655,Gas1,14451,ENSMUSG00000052957,1548
MGI:95656,Gas10,null,null,null
MGI:95657,Gas2,14453,ENSMUSG00000030498,31301
MGI:95658,Gas4,null,null,null
MGI:95659,Gas5,14455,ENSMUSG00000053332,null
MGI:95660,Gas6,14456,ENSMUSG00000031451,638
MGI:95661,Gata1,14460,ENSMUSG00000031162,1549
MGI:95662,Gata2,14461,ENSMUSG00000015053,32030
MGI:95663,Gata3,14462,ENSMUSG00000015619,1550
MGI:95664,Gata4,14463,ENSMUSG00000021944,1551
MGI:95665,Gba,14466,ENSMUSG00000028048,68040
MGI:95666,Gbp2b,14468,ENSMUSG00000040264,137233
MGI:95667,Gbx1,231044,ENSMUSG00000067724,41063
MGI:95668,Gbx2,14472,ENSMUSG00000034486,1138
MGI:95669,Gc,14473,ENSMUSG00000035540,486
MGI:95674,Gcg,14526,ENSMUSG00000000394,1553
MGI:95675,Gch1,14528,ENSMUSG00000037580,132
MGI:95676,Gcnt1,14537,ENSMUSG00000038843,37486
MGI:95678,Gda,14544,ENSMUSG00000058624,3171
MGI:95679,Gpd1,14555,ENSMUSG00000023019,5593
MGI:95680,Gdc2,null,null,null
MGI:95683,Gdf1,14559,ENSMUSG00000109523,105644
MGI:95684,Gdf10,14560,ENSMUSG00000021943,3640
MGI:95686,Gdf3,14562,ENSMUSG00000030117,7336
MGI:95688,Gdf5,14563,ENSMUSG00000038259,468
MGI:95689,Gdf6,242316,ENSMUSG00000051279,40883
MGI:95690,Gdf7,238057,ENSMUSG00000037660,32177
MGI:95691,Mstn,17700,ENSMUSG00000026100,3850
MGI:95692,Gdf9,14566,ENSMUSG00000018238,3851
MGI:95693,gdn,null,null,null
MGI:95696,ge,null,null,null
MGI:95697,Gfap,14580,ENSMUSG00000020932,1554
MGI:95698,Gfpt1,14583,ENSMUSG00000029992,68220
MGI:95700,Ggct,110175,ENSMUSG00000002797,11437
MGI:95701,ggld,null,null,null
MGI:95702,Ggm1,null,null,null
MGI:95704,Ggta1,14594,ENSMUSG00000035778,7730
MGI:95705,B4galt1,14595,ENSMUSG00000028413,20378
MGI:95706,Ggt1,14598,ENSMUSG00000006345,68450
MGI:95707,Gh,14599,ENSMUSG00000020713,47932
MGI:95708,Ghr,14600,ENSMUSG00000055737,134
MGI:95709,Ghrh,14601,ENSMUSG00000027643,7731
MGI:95710,Ghrhr,14602,ENSMUSG00000004654,640
MGI:95712,Gpr83,14608,ENSMUSG00000031932,7732
MGI:95713,Gja1,14609,ENSMUSG00000050953,136
MGI:95714,Gja3,14611,ENSMUSG00000048582,9670
MGI:95715,Gja4,14612,ENSMUSG00000050234,1556
MGI:95716,Gja5,14613,ENSMUSG00000057123,3856
MGI:95717,Gja6,414089,ENSMUSG00000055691,74287
MGI:95718,Gjc1,14615,ENSMUSG00000034520,4016
MGI:95719,Gjb1,14618,ENSMUSG00000047797,137
MGI:95720,Gjb2,14619,ENSMUSG00000046352,2975
MGI:95721,Gjb3,14620,ENSMUSG00000042367,7338
MGI:95722,Gjb4,14621,ENSMUSG00000046623,7339
MGI:95723,Gjb5,14622,ENSMUSG00000042357,3858
MGI:95727,Gli1,14632,ENSMUSG00000025407,3859
MGI:95728,Gli2,14633,ENSMUSG00000048402,12725
MGI:95729,Gli3,14634,ENSMUSG00000021318,139
MGI:95730,Galk1,14635,ENSMUSG00000020766,125
MGI:95739,Glul,14645,ENSMUSG00000026473,37567
MGI:95740,Glns-ps1,14646,ENSMUSG00000082100,null
MGI:95741,Glns-ps2,null,null,null
MGI:95742,Glo1,109801,ENSMUSG00000024026,4880
MGI:95745,Hagh,14651,ENSMUSG00000024158,3890
MGI:95747,Glra1,14654,ENSMUSG00000000263,20083
MGI:95748,Glra2,237213,ENSMUSG00000018589,31070
MGI:95749,Glra3,110304,ENSMUSG00000038257,142
MGI:95750,Glra4,14657,ENSMUSG00000018595,69070
MGI:95751,Glrb,14658,ENSMUSG00000028020,20224
MGI:95752,Gls,14660,ENSMUSG00000026103,22726
MGI:95753,Glud1,14661,ENSMUSG00000021794,55885
MGI:95754,Glud-ps,104277,ENSMUSG00000108799,null
MGI:95755,Slc2a1,20525,ENSMUSG00000028645,68520
MGI:95757,Slc2a3,20527,ENSMUSG00000003153,74302
MGI:95758,Slc2a4,20528,ENSMUSG00000018566,74381
MGI:95759,Glycam1,14663,ENSMUSG00000022491,49158
MGI:95760,Slc6a9,14664,ENSMUSG00000028542,5050
MGI:95762,Gm2a,14667,ENSMUSG00000000594,349
MGI:95763,Gma3,null,null,null
MGI:95764,Gnl1,14670,ENSMUSG00000024429,3862
MGI:95766,Gna11,14672,ENSMUSG00000034781,20474
MGI:95767,Gna12,14673,ENSMUSG00000000149,22398
MGI:95768,Gna13,14674,ENSMUSG00000020611,55976
MGI:95769,Gna14,14675,ENSMUSG00000024697,68386
MGI:95770,Gna15,14676,ENSMUSG00000034792,1563
MGI:95771,Gnai1,14677,ENSMUSG00000057614,74417
MGI:95772,Gnai2,14678,ENSMUSG00000032562,55539
MGI:95773,Gnai3,14679,ENSMUSG00000000001,55975
MGI:95774,Gnal,14680,ENSMUSG00000024524,68222
MGI:95775,Gnao1,14681,ENSMUSG00000031748,39203
MGI:95776,Gnaq,14682,ENSMUSG00000024639,1566
MGI:95777,Gnas,14683,ENSMUSG00000027523,55534
MGI:95778,Gnat1,14685,ENSMUSG00000034837,20084
MGI:95779,Gnat2,14686,ENSMUSG00000009108,21092
MGI:95780,Gnaz,14687,ENSMUSG00000040009,22574
MGI:95781,Gnb1,14688,ENSMUSG00000029064,55532
MGI:95784,Gnb2,14693,ENSMUSG00000029713,68451
MGI:95785,Gnb3,14695,ENSMUSG00000023439,55628
MGI:95786,gnd,null,null,null
MGI:95787,Gng7,14708,ENSMUSG00000048240,31293
MGI:95789,Gnrh1,14714,ENSMUSG00000015812,641
MGI:95790,Gnrhr,14715,ENSMUSG00000029255,350
MGI:95791,Got1,14718,ENSMUSG00000025190,1571
MGI:95792,Got2,14719,ENSMUSG00000031672,1572
MGI:95793,gp,null,null,null
MGI:95794,Lrp2,14725,ENSMUSG00000027070,20952
MGI:95797,Gpi1,14751,ENSMUSG00000036427,145
MGI:95801,Grk4,14772,ENSMUSG00000052783,23158
MGI:95802,Gpt,76282,ENSMUSG00000022546,134231
MGI:95804,Gsr,14782,ENSMUSG00000031584,531
MGI:95805,Grb2,14784,ENSMUSG00000059923,1576
MGI:95806,Tle5,14797,ENSMUSG00000054452,879
MGI:95807,gri,null,null,null
MGI:95808,Gria1,14799,ENSMUSG00000020524,20226
MGI:95809,Gria2,14800,ENSMUSG00000033981,20225
MGI:95810,Gria3,53623,ENSMUSG00000001986,37353
MGI:95811,Gria4,14802,ENSMUSG00000025892,20227
MGI:95812,Grid1,14803,ENSMUSG00000041078,69017
MGI:95813,Grid2,14804,ENSMUSG00000071424,74399
MGI:95814,Grik1,14805,ENSMUSG00000022935,68992
MGI:95815,Grik2,14806,ENSMUSG00000056073,40717
MGI:95816,Grik3,14807,ENSMUSG00000001985,73901
MGI:95817,Grik4,110637,ENSMUSG00000032017,81829
MGI:95818,Grik5,14809,ENSMUSG00000003378,1578
MGI:95819,Grin1,14810,ENSMUSG00000026959,7187
MGI:95820,Grin2a,14811,ENSMUSG00000059003,645
MGI:95821,Grin2b,14812,ENSMUSG00000030209,646
MGI:95822,Grin2c,14813,ENSMUSG00000020734,647
MGI:95823,Grin2d,14814,ENSMUSG00000002771,648
MGI:95824,Nr3c1,14815,ENSMUSG00000024431,30960
MGI:95832,Grn,14824,ENSMUSG00000034708,1577
MGI:95833,Grp,225642,ENSMUSG00000024517,1580
MGI:95834,Pdia3,14827,ENSMUSG00000027248,68454
MGI:95835,Hspa5,14828,ENSMUSG00000026864,3908
MGI:95836,Grpr,14829,ENSMUSG00000031364,21098
MGI:95839,Gs,null,null,null
MGI:95840,gs,null,null,null
MGI:95841,Gsc,14836,ENSMUSG00000021095,7744
MGI:95842,Gsx1,14842,ENSMUSG00000053129,17092
MGI:95843,Gsx2,14843,ENSMUSG00000035946,15377
MGI:95844,Gsh3,null,null,null
MGI:95845,Gsh5,null,null,null
MGI:95851,Gsn,227753,ENSMUSG00000026879,147
MGI:95852,Gss,14854,ENSMUSG00000027610,148
MGI:95856,Gsta3,14859,ENSMUSG00000025934,37355
MGI:95858,Gsta-rs1,null,null,null
MGI:95860,Gstm1,14862,ENSMUSG00000058135,115474
MGI:95861,Gstm2,14863,ENSMUSG00000040562,121492
MGI:95862,Gstm4,14865,ENSMUSG00000027890,37357
MGI:95863,Gsta2,14858,ENSMUSG00000057933,74378
MGI:95864,Gstp2,14869,ENSMUSG00000038155,660
MGI:95865,Gstp1,14870,ENSMUSG00000060803,660
MGI:95869,Gt10,null,null,null
MGI:95871,Guk1,14923,ENSMUSG00000020444,665
